Tarih,PM10,SO2,NO2,O3
2020/3/14,17.6024,6.0293339999999995,32.399879999999996,19.57125
2020/3/14,17.6024,6.019358,27.02662,21.17084
2020/3/14,17.6024,6.018619999999999,27.41439,21.58711
2020/3/14,17.6024,6.273536,29.99139000000001,18.79644
2020/3/14,17.6024,6.162333,33.5746,13.006789999999999
2020/3/14,17.6024,6.262823,34.41151,13.162239999999999
2020/3/14,17.6024,6.139059,37.64759,11.561119999999999
2020/3/14,17.6024,5.75225,38.16067,10.94089
2020/3/14,17.6024,5.682425,32.664159999999995,12.668989999999999
2020/3/14,17.6024,5.587109,30.337059999999997,12.44699
2020/3/14,17.6024,5.567897,33.08463,8.57516
2020/3/14,17.6024,5.6129690000000005,34.75428,6.982686999999999
2020/3/14,17.6024,5.610014,34.522690000000004,6.2340230000000005
2020/3/14,17.6024,5.629594,32.29179,5.982947
2020/3/14,17.6024,5.676514,37.17269,4.112018
2020/3/14,17.6024,5.585630999999999,40.054109999999994,4.332283
2020/3/14,17.6024,5.6887050000000015,42.92269,4.218863
2020/3/13,17.6024,5.5937589999999995,43.48917,3.7397980000000004
2020/3/13,17.6024,5.673189,45.51878,5.857365
2020/3/13,17.6024,5.683164,50.71172,5.523095
2020/3/13,17.6024,5.848675,51.36677,6.696603
2020/3/13,17.6024,5.960248,55.28255,5.1925989999999995
2020/3/13,17.6024,5.934756,54.59455,5.049621
2020/3/13,17.6024,6.1911510000000005,46.81742,9.537374
2020/3/13,17.6024,6.270581,40.70745,12.55283
2020/3/13,17.6024,6.233636,35.15446,16.23615
2020/3/13,17.6024,6.139428,34.17933,16.6915
2020/3/13,17.6024,6.14497,42.17795,10.4309
2020/3/13,17.6024,5.839439,41.51852,10.16142
2020/3/13,17.6024,5.890792,41.62354000000001,9.673667
2020/3/13,17.6024,6.046698,45.53658,6.846008
2020/3/13,17.6024,5.7640720000000005,41.606590000000004,7.527939
2020/3/13,17.6024,5.6488059999999995,36.13363,12.537460000000001
2020/3/13,17.6024,5.39315,23.72087,20.82798
2020/3/13,17.6024,5.456695,22.36991,21.26926
2020/3/13,17.6024,5.5944980000000015,20.72961,24.11424
2020/3/13,17.6024,5.407928,21.28941,24.99116
2020/3/13,17.6024,5.5730699999999995,21.28265,24.91854
